date,HCLTECH.NS,TECHM.NS,NESTLEIND.NS,ULTRACEMCO.NS,SHREECEM.NS,JSWSTEEL.NS,NTPC.NS,GAIL.NS,DIVISLAB.NS,KOTAKBANK.NS,PNB.NS,BAJFINANCE.NS,MARUTI.NS,TATACONSUM.NS,BAJAJFINSV.NS,PETRONET.NS,ZEEL.NS,YESBANK.NS,GLENMARK.NS,PEL.NS,BEL.NS,TORNTPHARM.NS,BIOCON.NS,MOTHERSON.NS,ASHOKLEY.NS,PGHH.NS,HAVELLS.NS,JINDALSTEL.NS,RELIANCE.NS,ITC.NS,HINDUNILVR.NS,LT.NS,SBIN.NS,ICICIBANK.NS,BANKBARODA.NS,IDBI.NS,ONGC.NS,IOC.NS,BPCL.NS,HINDPETRO.NS,TATASTEEL.NS,HINDALCO.NS,GRASIM.NS,ACC.NS,AMBUJACEM.NS,BHEL.NS,TATAPOWER.NS,TATAMOTORS.NS,M&M.NS,HEROMOTOCO.NS,TVSMOTOR.NS,ASIANPAINT.NS,CIPLA.NS,SUNPHARMA.NS,DRREDDY.NS,LUPIN.NS,BRITANNIA.NS
1999-01-01,,,,,,,,4.585700511932373,,,,,,20.913864135742188,,,,,,14.68211555480957,,,,,,,,,6.152116775512695,8.955058097839355,90.68692016601562,,10.036514282226562,,,9.514898300170898,6.354038715362549,3.371532678604126,3.073873519897461,7.030301094055176,3.164703845977783,33.410884857177734,,,,13.674013137817383,5.88383150100708,24.404216766357422,13.144211769104004,,,,19.426753997802734,1.7184852361679077,21.18580436706543,,40.8459358215332
1999-01-04,,,,,,,,4.404789447784424,,,,,,20.91974639892578,,,,,,15.625373840332031,,,,,,,,,6.217565536499023,9.166459083557129,90.8235092163086,,10.105515480041504,,,9.863950729370117,6.306972503662109,3.349818229675293,3.073873519897461,6.96414852142334,3.08048152923584,33.55824279785156,,,,13.601898193359375,5.79215669631958,24.27937126159668,13.294655799865723,,,,19.867137908935547,1.7370580434799194,21.751476287841797,,40.89036178588867
1999-01-05,,,,,,,,4.252717971801758,,,,,,21.20842170715332,,,,,,16.102230072021484,,,,,,,,,6.1923909187316895,9.195820808410645,90.9600601196289,,10.10865306854248,,,9.7217435836792,6.189306259155273,3.276782274246216,2.9644644260406494,6.916038513183594,3.0945191383361816,33.50699234008789,,,,13.367509841918945,5.722707748413086,26.22553825378418,13.065032005310059,,,,20.8560791015625,1.8384239673614502,22.06764793395996,,40.82489013671875
1999-01-06,,,,,,,,4.299912452697754,,,,,,21.827001571655273,,,,,,15.918174743652344,,,,,,,,,6.242737293243408,9.360238075256348,95.9861068725586,,10.086695671081543,,,9.631248474121094,6.283440113067627,3.308366060256958,3.047823429107666,7.096455097198486,3.1851210594177246,34.5640983581543,,,,14.438972473144531,5.8227152824401855,26.99665641784668,14.015215873718262,,,,21.24679946899414,1.9253079891204834,22.30423927307129,,40.86931610107422
1999-01-07,,,,,,,,4.213390350341797,,,,,,21.768098831176758,,,,,,15.606546401977539,,,,,,,,,6.544804096221924,9.621550559997559,96.53239440917969,,10.726524353027344,,,9.954444885253906,6.244218826293945,3.3186309337615967,3.1389973163604736,7.394144535064697,3.2106428146362305,34.78192901611328,,,,15.595434188842773,5.889389514923096,28.12763214111328,15.139595985412598,,,,21.434436798095703,1.9265668392181396,23.401174545288086,,41.24340057373047
1999-01-08,,,,,,,,4.192414283752441,,,,,,22.969905853271484,,,,,,16.303009033203125,,,,,,,,,7.068389892578125,9.859375,98.06199645996094,,11.58590316772461,,,10.574980735778809,6.211271286010742,3.3182361125946045,3.2549192905426025,7.816623687744141,3.330594778060913,36.39000701904297,,,,15.788604736328125,5.964395046234131,30.38225746154785,15.994756698608398,,,,21.85385513305664,1.9171240329742432,24.9927978515625,,44.54475784301758
1999-01-11,,,,,,,,4.313023090362549,,,,,,23.270355224609375,,,,,,15.980917930603027,,,,,,,,,7.305009841918945,9.863484382629395,95.05738830566406,,11.73644733428955,,,10.911107063293457,6.150082588195801,3.3004703521728516,3.275759696960449,7.667781352996826,3.3433568477630615,36.357975006103516,,,,14.681084632873535,5.875497817993164,32.81312942504883,15.282124519348145,,,,21.191614151000977,1.9259374141693115,23.7259464263916,,48.110286712646484
1999-01-12,,,,,,,,4.119002342224121,,,,,,23.86536979675293,,,,,,15.738308906555176,,,,,,,,,7.128802299499512,9.433640480041504,93.85547637939453,,11.560811996459961,,,10.574980735778809,6.0528130531311035,3.2759923934936523,3.2887840270996094,7.697851181030273,3.1953299045562744,35.653236389160156,,,,14.547154426574707,5.847716808319092,31.432451248168945,14.498225212097168,,,,20.441076278686523,1.788055658340454,22.583852767944336,,46.00136184692383
1999-01-13,,,,,,,,4.1425981521606445,,,,,,23.28508186340332,,,,,,16.0645751953125,,,,,,,,,6.977770805358887,9.455371856689453,93.31190490722656,,11.375760078430176,,,10.187143325805664,5.676275730133057,3.3162624835968018,3.236684560775757,7.624177932739258,3.151942491531372,36.26186752319336,,,,14.165956497192383,5.5060248374938965,30.514448165893555,14.783280372619629,,,,21.081235885620117,1.85258948802948,23.59474754333496,,45.12458419799805
1999-01-14,,,,,,,,3.932846784591675,,,,,,22.268842697143555,,,,,,16.116867065429688,,,,,,,,,6.854426860809326,9.490018844604492,93.39114379882812,,11.134256362915039,,,9.825165748596191,5.456629276275635,3.253490686416626,3.124019145965576,7.276872634887695,3.2093665599823,35.6884765625,,,,13.77446460723877,5.500465393066406,32.960018157958984,14.925801277160645,,,,20.528274536132812,1.8510149717330933,23.100053787231445,,44.42317581176758
1999-01-15,,,,,,,,3.8017516136169434,,,,,,21.856454849243164,,,,,,16.024845123291016,,,,,,,,,6.799045562744141,9.440099716186523,92.2165756225586,,10.789252281188965,,,9.579537391662598,5.020477294921875,3.0201668739318848,3.0217742919921875,7.007748603820801,3.0919673442840576,32.83429718017578,,,,13.70234489440918,5.167104721069336,31.28557586669922,14.419046401977539,,,,20.705974578857422,1.8195358514785767,22.28273582458496,,44.09351348876953
