date,ETERNAL.NS,NYKAA.NS,PAYTM.NS,POLICYBZR.NS,DELHIVERY.NS,IRCTC.NS,AFFLE.NS,ROUTE.NS,ADANIENT.NS,ADANIGREEN.NS,ADANIPORTS.NS,ADANIPOWER.NS,TATAMOTORS.NS,TATAPOWER.NS,TATACHEM.NS,DIXON.NS,DEEPAKNTR.NS,BALAMINES.NS,LAURUSLABS.NS,DRREDDY.NS,CIPLA.NS,SUNPHARMA.NS,DIVISLAB.NS,LUPIN.NS,BIOCON.NS,GLAND.NS,BAJFINANCE.NS,BAJAJFINSV.NS,HDFCLIFE.NS,ICICIGI.NS,MUTHOOTFIN.NS,DMART.NS,JUBLFOOD.NS,RBA.NS,RELIANCE.NS,HDFCBANK.NS,ICICIBANK.NS,AXISBANK.NS,SBIN.NS,INFY.NS,TCS.NS,LT.NS,HINDUNILVR.NS,ITC.NS,ASIANPAINT.NS,TITAN.NS
2015-01-02,,,,,,,,,0.004897877417536556,,-0.000625777797913396,0.01696828234628045,0.026782999866394652,0.014607441428058365,0.008400265058757572,,0.02896810359951041,-0.010366210837961298,,0.0033951147877495647,0.002785060221467406,0.004925785820292683,0.004268280854361928,0.002169327334268667,0.00870459068495566,,-0.0159869099801232,-0.008510795163448992,,,-0.05107281757000248,,0.004246640266950763,,-0.0026467597651718133,0.013917446661752209,0.028385066987400398,0.022363569136669037,0.003981081928334795,0.019651376656848685,0.013317382315526372,0.021091661003827866,-0.003296256909656292,0.0031324032268789104,0.034572333916804476,0.00789888312296494
2015-01-05,,,,,,,,,0.01655168240460214,,0.013934298330774197,0.0033371176206133946,0.023446623665201116,-0.005998851468888788,-0.005477507980706564,,-0.01114383474903391,0.0013966393025361956,,-0.022661072175214403,0.004522642823015177,0.0006052517288583914,-0.006018579181530703,-0.001396478049755956,0.0013995569417790676,,-0.0026135695234298373,-0.013287280866802864,,,-0.024576019196244303,,0.006416529966597695,,-0.010953651829248234,-0.008443024857716086,0.0020698318973126906,0.006319308902709819,-0.007930157100041746,-0.00859322509492233,-0.01519709562495819,0.013912170374676291,0.00575442617106714,0.003936790882081098,-6.460010082787182e-05,0.008098340389069314
2015-01-06,,,,,,,,,-0.007591724631741514,,-0.006022050479196128,-0.023281599499944794,-0.04276436718535881,-0.03862402694263767,-0.030178141155498328,,-0.02787647673193272,-0.029986206510931424,,-0.02631475821397533,-0.029463100274830234,-0.02201400800400155,-0.03914238287269134,-0.024085932220175077,-0.03388875180771955,,-0.002591058063349916,-0.023119128158311297,,,-0.012597656138746638,,-0.03194949728809471,,-0.04538453647527774,-0.015567036959407532,-0.042418240149451725,-0.03574539942212651,-0.04108732297289275,-0.020892778999901718,-0.03686614277692346,-0.03335484178087167,0.018939933025565736,-0.02569285414456879,-0.023871020925841258,-0.03420581735136374
2015-01-07,,,,,,,,,-0.008857338274236737,,-0.0023301981551995254,0.0022700911619508712,-0.015057873452139714,-0.01757693767288604,0.023663323113931378,,0.010372023088910165,0.027318778127543908,,-0.008595615586319494,-0.003906558740233712,0.0015460894861327734,-0.014634391045892037,-0.013074459135380523,-0.0251926504886526,,0.02035992954201271,-0.0008539575866067795,,,-0.0017860350061322805,,-0.012835054316110539,,0.02176780659473221,0.0029185555992186085,-0.027038707820123853,-0.0008015833814437601,0.0008336281627951969,0.0047845289415835435,-0.011812604374946134,-0.0023935045751071193,0.03511029286858092,-0.01859819693226672,0.020092716062815708,0.005098023850222511
2015-01-08,,,,,,,,,0.03940267296412392,,0.04188725159664508,0.02944509978803156,0.03675208570234734,0.02236423882054095,0.018030490810563515,,-0.003019273157642499,0.0062979562976142045,,0.008916847278854334,0.010213397719769368,0.011113629706604788,0.00206110489962108,0.022030981618140766,0.01570413293245876,,-0.0017023180125089743,0.049855539579706454,,,0.004856909708965018,,0.024904454912727525,,-0.014339151755438428,0.021005268300636315,0.027199003193288274,0.00661790970985443,0.01565885896737873,0.005041932386691261,0.010795383757574717,0.006364674618180022,0.01889254977988153,0.025031637977293908,0.0630425093782645,-0.004538087520259304
2015-01-09,,,,,,,,,-0.009965805067514988,,-0.010162981128251869,-0.015401577664759025,0.02011719744597662,-0.0024999096263140785,0.0037464404200762136,,0.000605743073368803,-0.002781623829576585,,0.03179748830501783,0.02288901945702504,0.01373980818518672,0.02976309999772586,0.009055825509042936,0.012783147450553756,,-0.011347702428254003,-0.008218471562548513,,,-0.0012719815814766777,,0.01745708709070426,,0.021673098434028093,0.011193608824530799,-0.016117447186305922,-0.0139455028847989,-0.00541236077134033,0.05117931318696822,0.02803033766354468,-0.006489981385280341,0.058197364336659785,-0.015176558830550135,-0.009569139699430185,0.0
2015-01-12,,,,,,,,,0.015592614339807964,,-0.008153339896912914,0.044692802316096625,0.0,0.006265829786556099,-0.005089837932848229,,-0.0006053763708253612,0.07182729010615763,,0.013733411839210286,-0.002530169130262383,0.006324851878831472,0.0023791070235577028,0.007249945538214897,0.01045792019132974,,-0.003434685046121322,-0.008989891269381434,,,-0.000764448875549939,,0.031188410148114132,,-0.011623846527661907,-0.00881474377001723,0.013748621212237966,0.013334507016237396,0.012862581976982757,0.02000507511301519,-0.00103483457848641,0.022629825133464232,0.03701142131657753,0.002661763861459887,-0.005846007241388063,0.010458448302455903
2015-01-13,,,,,,,,,-0.03469040883115204,,-0.016593128665298607,-0.027807509975840916,-0.005456646105583274,-0.014944196617722727,0.01830370658017566,,-0.0006056435427947982,0.01886769645893649,,0.00501997359362516,0.008957524029039377,-0.002633953062123995,0.010314942870154109,0.0014326452768480546,0.015703171536984417,,0.013030395745101675,0.01479066788930905,,,-0.0005096382720861659,,-0.015016853018126053,,-0.008408718567309292,-0.0038261417243555806,-0.016303651082979598,0.005881873012237415,-0.006512446382745951,-0.012783576293369125,-0.004701975496210542,-0.009581766908350553,-0.013439832817315756,0.006287570445433266,0.0323119873848321,-0.012207925339607462
2015-01-14,,,,,,,,,-0.010771189835320438,,0.025541619498451906,0.0011001351720536512,0.0017325069500748747,-0.0031604136597875865,-0.010717741996936647,,0.010909186154197226,0.010217153937190027,,-0.0046847159399142635,-0.007856845421623793,-0.01494400835552634,-0.010789591975877921,-0.006769012418258891,-0.007613238196325867,,0.08353398205527118,-0.02506908518814277,,,-0.018362771477993478,,0.0007157698438875482,,-0.00972543055132935,0.0005708846205667584,-0.011733586761931258,-0.00971261643435517,-0.001311161933660876,0.01902904050247578,0.009628144903037095,-0.000987251342250528,0.04465571867014617,-0.034157249467621886,0.010553623716103244,-0.0016122227760657637
2015-01-15,,,,,,,,,0.019436180451415597,,-0.001962138616952269,0.009890021444047381,0.0242145967093359,0.036144486652294194,0.006206682188375057,,-0.005995397916127132,-0.0031605363970070854,,0.010067706486988737,0.010532117441451883,0.006397460607642236,-0.005688309529964575,0.009695652863348503,0.015342839953821796,,0.022854096187225448,0.027786714985925665,,,0.03325538523709981,,0.01147992819450816,,0.035091878548793254,0.03034563006623392,0.04734333179210326,0.028923167984078013,0.05119795547972594,0.0026306500789756715,0.006799993489726042,0.036693046217294745,-0.0027056096380341232,0.029039882667592165,-0.003916337387150026,0.01157164582171566
2015-01-16,,,,,,,,,-0.0011977448729589835,,0.0007560771841905733,-0.003264388938083118,-0.01350973646450604,0.012239897117751752,-0.003925087632258961,,0.0012063713693146738,-0.011414108751553909,,0.013963657631771875,0.014575780137169536,0.02887749516543603,0.009760676624519071,-0.0063319010424071065,-0.00034855723699689367,,0.020102410924706104,-0.01660153808087339,,,-0.007040425337989542,,0.0024749345815335833,,0.006306186336453301,0.00825649569463005,0.002834103001425836,0.0014589971213170294,-0.015141849414845199,-0.0074731409169644936,-0.0027369965467874957,0.011469775406125482,0.021159834443101877,0.006146842153920362,0.004884724292563591,0.03006124867526605
2015-01-19,,,,,,,,,0.011992656652018319,,-0.0075561340442414915,0.018558960603255237,0.024251066831725065,0.0012092001848282852,0.001463495732874076,,0.0030118985136904364,-0.009621491929194814,,0.011595404460522207,0.016142856364073532,0.015592876556984825,0.0,0.024824014680680406,0.003953460443465007,,-0.009154700641911706,-0.0076518670795416854,,,0.04887327272506936,,-0.0075827941641515295,,0.011440571031551938,0.00319568167585893,0.019641081570848318,0.02748637114730501,-0.007291491877443046,-0.007458949865864151,-0.008352358393435177,0.014512472025034251,-0.05153804033176079,-0.003610083635911865,-0.01369386496803593,0.018853270617564366
2015-01-20,,,,,,,,,0.00039537268910705414,,0.0065479025247099365,-0.002143569587663152,0.03844016569258213,-0.008454070366386679,0.00011240339909690533,,-0.007807657840818938,-0.01295381359850134,,-0.005325160886652802,0.006080793906926507,0.010776350406566548,-0.010279620565999292,0.008336203536172704,-0.006486121252171295,,0.0007687915822744973,0.05087638992373811,,,0.04707866697669583,,-0.017663307685593987,,0.026601454426955717,0.016325597003663095,0.019262841860791413,0.04244267165722504,0.015966897208028907,0.010321052125482177,-0.004201951532895598,0.009103027923255569,0.003249160903746162,0.034280826305788104,0.008775124935049838,-0.0022813491104034522
2015-01-21,,,,,,,,,-0.0006914462188561954,,-0.00347969164620765,-0.011815317442927853,-0.013769696735464798,0.015834264937095277,-0.013378224943573325,,-0.018159799069952465,-0.006561427323781843,,0.00896810694636252,-0.02772748153686877,0.01564829954659075,-0.00902866666567026,0.0061664912195578125,-0.0062949738900140995,,-0.022370195300291162,-0.02216426323145282,,,0.07216958358662695,,0.01327768463003376,,0.004097269100539425,-0.0009793641194182356,0.0019034323529807384,-0.007526156532804085,0.025302571925939876,0.021514033765446028,0.005339586744386171,0.015341665717753639,0.05192916799922531,-0.049582115594329346,0.014418543379727033,0.03391764629473282
2015-01-22,,,,,,,,,0.02459771768200958,,0.00015178936306847746,0.027173913606849176,0.02719846492726985,-0.0011989437099793054,0.006381055566490712,,0.008014641334415984,-0.001320780571629987,,0.007614253892730405,0.01763935599059141,0.03848964220201179,-0.013845718210016122,0.012560538742611316,-0.001994577611351245,,0.006090538526429601,0.0042935455752399765,,,-0.01720428730842971,,0.0032848044285882505,,-0.02536540460506298,0.0012746443980784505,0.0036638674076574507,0.03197784274886706,-0.004751635693725609,0.012235602066174023,-9.975086224645047e-05,0.005288387291531693,0.0028662449056005013,-0.00581246933564894,0.0186186895485827,-0.01769267420597609
2015-01-23,,,,,,,,,0.08725418905232196,,0.053126945517752766,0.07619050598529031,0.03874671868709778,0.06662662524084517,-0.002151224893521264,,-0.006727676298858398,0.023148108726621652,,-0.00346610992835239,0.034896157075223755,0.007336715859523002,0.013556960008771046,-0.009312044781192963,-0.028799692274323108,,0.0076809953260172925,0.010784275473612048,,,-0.024726365164708608,,-0.00758025808525975,,0.0035644125807561267,0.02110167292907894,0.0024339583014441057,0.0007082756268446122,0.008624699897755717,0.008468171555811033,-0.003958324904823618,0.028858292791875906,0.021859910822058737,-0.003422355951425038,-0.0058240090115820875,-0.0022513079672433767
2015-01-27,,,,,,,,,-0.004522479582223182,,-0.00504450881014451,-0.016715838251585846,0.027359969969084963,0.0016881018246253099,-0.001134592614966068,,0.05418706900110659,0.0025855279542104093,,-0.040960065799585776,0.04338531419974534,-0.013810982094673352,0.005987628744144269,0.023364471331003056,-0.008714664347018841,,0.07736137737250526,0.048163182900807344,,,-0.004038720382019689,,0.01947137225109863,,0.0024242223485932968,0.029967179890101114,0.034529089284025094,0.047686518449826965,0.007940011497322264,-0.03546185478008668,0.0013803212478129545,0.0179395925246284,-0.02418919030481337,0.03061977569295493,0.032943145172374955,0.004512855698136198
2015-01-28,,,,,,,,,-0.007304588354863251,,-0.017094121924156713,-0.00500001907348635,-0.02539071775841295,-0.011235851064814395,0.0015901427114886069,,-0.039719806699295535,0.027079556099377955,,0.008296043002914866,-0.0049502401823594555,-0.004649923050696114,0.029997194930094784,-0.005740564962750994,0.0015873929237752993,,0.03670652356287207,0.05452952867216698,,,-0.0015767278199384505,,0.002989778413073685,,0.020021166261828816,-0.014617558765451566,0.0014342352780878365,-0.0025334537072592145,0.013785925668969412,0.0037677942468710146,0.01500811325055107,-0.025057544169235113,-0.008599200419505015,0.005969645313642413,0.022178186855390525,0.08136773096927752
2015-01-29,,,,,,,,,0.04702094310782656,,0.01444354946870452,0.03718591885947076,0.01595376809792315,0.0017047126376437127,0.02132253397794326,,0.0072994692521801685,-0.010671926771031903,,0.03835989328405809,-0.008670278074971671,0.011046909129897253,0.016760913012465073,0.025767243775119297,-0.0007314550093779904,,-0.04492680949334382,0.006791285388386692,,,-0.008574111268074058,,-0.005856519067889532,,0.024866448627246518,0.03462952634412009,-0.009764387056060198,0.015069477813849153,-0.02271375887296978,0.00044294521131371667,0.001988270489682753,0.015044256295648095,0.008299168728703954,0.021805274332129976,-0.031804269548362574,0.019734728932170764
2015-01-30,,,,,,,,,0.07524831717368485,,-0.009007636053530721,0.006783008776021893,-0.02246894779072628,0.026658870125117362,0.014214409359384561,,-0.0024153589880756554,-0.009517604036070493,,-0.03866740528861379,-0.002437460258800095,-0.0022288408069586207,-0.01467518896003872,0.019780587103638947,0.01195561182228877,,-0.01885691563768921,-0.008696989384816778,,,-0.03891666642369784,,-0.019295763720891812,,-0.015224777941139078,-0.016118901364137184,-0.05153819017073247,-0.019015887713446866,-0.0551985996597989,-0.0016776815586295735,-0.024600656688878675,-0.013544937422902192,-0.009611482159560758,-0.004457133692060022,-0.026721809035725075,-0.025350851529418628
2015-02-02,,,,,,,,,0.04383889778391348,,-0.01510041915656457,-0.003849851831692508,0.012560792705637702,0.007182431727869476,0.014781644907081004,,0.03329281575609877,0.014093440033609017,,-0.029119222748561158,-0.0003593783712270149,0.012367433927202631,-0.030160421621280853,-0.01930223639495654,0.017841988338322734,,0.027045529878509944,0.042658296448365496,,,0.01847024885070092,,0.008416968882939413,,-0.007866692241804696,0.003944894870047566,-0.02453566367750193,0.04965146923058206,-0.004693454851318113,-0.0023577496524835873,0.012952710281985969,0.02031701318954182,-0.026325764777225924,-0.021435228168043552,-0.05788415743635322,0.006038141504763006
2015-02-03,,,,,,,,,-0.020159012984129365,,-0.024114320282196844,-0.03671498554930075,0.018227910809800907,-0.04168958230460573,-0.0067977075782521545,,-0.008201521166204984,0.009475619582905992,,-0.016549373253338606,-0.026024457978441773,0.013077037771092703,-0.017694319594462105,-0.005370907044528583,0.008527953467848626,,0.0029326750959131065,-0.027065646870099158,,,-0.03231796292571332,,-0.009737908377848492,,0.032542222215242056,-0.016179736906080655,-0.014921016014209587,-0.04973264145907663,-0.023414707795483047,-0.007464428840775472,0.017520886607996333,-0.007262125926789209,0.0031388807586842926,0.014972902380705255,0.008167560391148632,-0.0020776180580311943
