regime_label,folder,n_obs,alpha,gamma1_abs_Rm,gamma2_Rm_sq,t_alpha,t_gamma1,t_gamma2,R2,adj_R2,mean_CSAD,mean_abs_Rm,mean_N
1996-1999,baseline_1996_1999,1043,0.0036037630753756517,1.0577865191404363,0.6468921174179451,6.486192649097764,39.633088720446516,19.46251902835027,0.9880032304302822,0.9879801597195712,0.030797654589019608,0.02141506655222845,19.592911877394634
1999-2007,regime_1999_2007,2309,0.0001571850322937213,1.6059878737558273,-0.019023441838880457,0.4028914802945218,142.91017629988798,-5.14306814529278,0.981434877607175,0.9814187760266088,0.02431740046735056,0.01512471013600815,42.157575757575756
2007-2009,regime_2007_2009,735,0.0137946615550817,0.27555952464884675,-0.06253181686166075,44.24821097541744,11.719457508318234,-0.2076849766563178,0.39292246695240796,0.3912637851681249,0.017942476886140712,0.015152262928101592,49.52517006802721
2015-2024,regime_2015_2024,2465,0.010877427129103438,0.29138568529034414,-0.01821970601512428,89.03776655110694,19.07935065299073,-0.06884288671213754,0.28753726278798,0.2869584953328931,0.013214388244380482,0.008028129578593403,38.24584178498986
